physicalelement_luid,nodeid,snapshotid,creationclassname,tag,caption,description,name,installdatetime,status,manufacturedate,manufacturer,otheridentifyinginfo,partnumber,poweredon,serialnumber,sku,version,slot_number,dc_location,dc_condition,dc_firmwarerevision,dc_hwlocation,dc_productid,model
2211908167522,924,-1,CIM_PhysicalElement,Rack Net Connector 1,Other,,"",,,,,1,WS-CBS3020-HPQ,,FOC1139T04E,432904-001,,,osdc-mc1-d1-1,,"",,,"Cisco Systems, Inc. Cisco Catalyst Blade Switch 3020 for HP"
2211908167523,924,-1,CIM_PhysicalElement,Rack Net Connector 2,Other,,"",,,,,2,WS-CBS3020-HPQ,,FOC1139T013,432904-001,,,osdc-mc1-d1-1,,"",,,"Cisco Systems, Inc. Cisco Catalyst Blade Switch 3020 for HP"
2211908167524,924,-1,CIM_PhysicalElement,Rack Net Connector 3,Other,,"",,,,,3,406740-B21,,TWT828V0DN,419329-001,,,osdc-mc1-d1-1,,"",,,HP HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908167515,924,-1,CIM_PhysicalElement,Remote Insight Board 0,,Blade enclosure management processor,,,,,,,,,USE7426T6W,,,,,,,,,pciLightsOut100series (8)
2211908167538,924,-1,CIM_PhysicalElement,Server Blade 9,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,osdc-mc1-d1-1,,,,,
2211908167526,924,-1,CIM_PhysicalElement,Rack Net Connector 5,Passive,,"",,,,,5,AE370A,,CN8731601W,411120-001,,,osdc-mc1-d1-1,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908167555,924,-1,CIM_PhysicalElement,Server Blade 26,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,osdc-mc1-d1-1,,,,,
2211908167566,924,-1,CIM_PhysicalElement,Server Blade 37,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,5,osdc-mc1-d1-1,,,,,
2211908167503,1394,-1,CIM_PhysicalElement,Rack Power Supply 3,,,,,,,,,412138-B21,,5A22B0EHLVC0J2,411099-001,,3,sc9-l07-1,,"",,,
2211908167535,924,-1,CIM_PhysicalElement,Server Blade 6,,,osdc-vmg2-6.vmware.com,,,,,1,443527-B21,,USE80996B6,443684-B21,,6,osdc-mc1-d1-1,,,,,
2211908167539,924,-1,CIM_PhysicalElement,Server Blade 10,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,osdc-mc1-d1-1,,,,,
2211908167544,924,-1,CIM_PhysicalElement,Server Blade 15,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,osdc-mc1-d1-1,,,,,
2211908167506,1394,-1,CIM_PhysicalElement,Rack Power Supply 6,,,,,,,,,412138-B21,,5A22B0DHLTV1CD,411099-001,,6,sc9-l07-1,,"",,,
2211908167556,924,-1,CIM_PhysicalElement,Server Blade 27,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,11,osdc-mc1-d1-1,,,,,
2211908167520,924,-1,CIM_PhysicalElement,Rack Power Supply 5,,,,,,,,,412138-B21,,5A22B0EHLVN3RW,411099-001,,5,osdc-mc1-d1-1,,"",,,
2211908167542,924,-1,CIM_PhysicalElement,Server Blade 13,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,osdc-mc1-d1-1,,,,,
2211908167590,922,-1,CIM_PhysicalElement,Rack Net Connector 6,Passive,,"",,,,,6,AE370A,,CN8731601M,411120-001,,,osdc-mc1-d1-1,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908167536,924,-1,CIM_PhysicalElement,Server Blade 7,,,osdc-vmg2-7.vmware.com,,,,,1,443527-B21,,USE80996B7,443684-B21,,7,osdc-mc1-d1-1,,,,,
2211908167578,922,-1,CIM_PhysicalElement,Remote Insight Board 0,,Blade enclosure management processor,,,,,,,,,USE7426T6W,,,,,,,,,pciLightsOut100series (8)
2211908167596,922,-1,CIM_PhysicalElement,Server Blade 4,,,osdc-stg-vmg1-4.vmware.com,,,,,1,443527-B21,,USE839F8E7,443684-B21,,4,osdc-mc1-d1-1,,,,,
2211908167518,924,-1,CIM_PhysicalElement,Rack Power Supply 3,,,,,,,,,412138-B21,,5A22B0EHLV40C2,411099-001,,3,osdc-mc1-d1-1,,"",,,
2211908167525,924,-1,CIM_PhysicalElement,Rack Net Connector 4,Other,,"",,,,,4,406740-B21,,TWT801V08B,419329-001,,,osdc-mc1-d1-1,,"",,,HP HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908167530,924,-1,CIM_PhysicalElement,Server Blade 1,,,osdc-stg-vmg1-1.vmware.com,,,,,1,443527-B21,,USE839F8DN,443684-B21,,1,osdc-mc1-d1-1,,,,,
2211908167516,924,-1,CIM_PhysicalElement,Rack Power Supply 1,,,,,,,,,412138-B21,,5A22B0DHLTT2C3,411099-001,,1,osdc-mc1-d1-1,,"",,,
2211908167559,924,-1,CIM_PhysicalElement,Server Blade 30,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,osdc-mc1-d1-1,,,,,
2211908167564,924,-1,CIM_PhysicalElement,Server Blade 35,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,3,osdc-mc1-d1-1,,,,,
2211908167577,924,-1,CIM_PhysicalElement,Server Blade 48,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,osdc-mc1-d1-1,,,,,
2211908167517,924,-1,CIM_PhysicalElement,Rack Power Supply 2,,,,,,,,,412138-B21,,5A22B0DHLU31Z4,411099-001,,2,osdc-mc1-d1-1,,"",,,
2211908167531,924,-1,CIM_PhysicalElement,Server Blade 2,,,osdc-stg-vmg1-2.vmware.com,,,,,1,443527-B21,,USE839F8E5,443684-B21,,2,osdc-mc1-d1-1,,,,,
2211908167551,924,-1,CIM_PhysicalElement,Server Blade 22,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,6,osdc-mc1-d1-1,,,,,
2211908167557,924,-1,CIM_PhysicalElement,Server Blade 28,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,osdc-mc1-d1-1,,,,,
2211908167519,924,-1,CIM_PhysicalElement,Rack Power Supply 4,,,,,,,,,412138-B21,,5A22B0EHLV91DI,411099-001,,4,osdc-mc1-d1-1,,"",,,
2211908167528,924,-1,CIM_PhysicalElement,Rack Net Connector 7,0,,"",,,,,7,Unknown,,Unknown,"",,,osdc-mc1-d1-1,,"",,,HP Unknown
2211908167529,924,-1,CIM_PhysicalElement,Rack Net Connector 8,0,,"",,,,,8,Unknown,,Unknown,"",,,osdc-mc1-d1-1,,"",,,HP Unknown
2211908167562,924,-1,CIM_PhysicalElement,Server Blade 33,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,1,osdc-mc1-d1-1,,,,,
2211908167569,924,-1,CIM_PhysicalElement,Server Blade 40,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,8,osdc-mc1-d1-1,,,,,
2211908167521,924,-1,CIM_PhysicalElement,Rack Power Supply 6,,,,,,,,,412138-B21,,5A22B0EHLUP0X1,411099-001,,6,osdc-mc1-d1-1,,"",,,
2211908167541,924,-1,CIM_PhysicalElement,Server Blade 12,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,osdc-mc1-d1-1,,,,,
2211908167548,924,-1,CIM_PhysicalElement,Server Blade 19,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,3,osdc-mc1-d1-1,,,,,
2211908167552,924,-1,CIM_PhysicalElement,Server Blade 23,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,7,osdc-mc1-d1-1,,,,,
2211908167527,924,-1,CIM_PhysicalElement,Rack Net Connector 6,Passive,,"",,,,,6,AE370A,,CN8731601M,411120-001,,,osdc-mc1-d1-1,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908167550,924,-1,CIM_PhysicalElement,Server Blade 21,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,5,osdc-mc1-d1-1,,,,,
2211908167567,924,-1,CIM_PhysicalElement,Server Blade 38,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,6,osdc-mc1-d1-1,,,,,
2211908167585,922,-1,CIM_PhysicalElement,Rack Net Connector 1,Other,,"",,,,,1,WS-CBS3020-HPQ,,FOC1139T04E,432904-001,,,osdc-mc1-d1-1,,"",,,"Cisco Systems, Inc. Cisco Catalyst Blade Switch 3020 for HP"
2211908167532,924,-1,CIM_PhysicalElement,Server Blade 3,,,osdc-stg-vmg1-3.vmware.com,,,,,1,443527-B21,,USE839F8DR,443684-B21,,3,osdc-mc1-d1-1,,,,,
2211908167543,924,-1,CIM_PhysicalElement,Server Blade 14,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,osdc-mc1-d1-1,,,,,
2211908167547,924,-1,CIM_PhysicalElement,Server Blade 18,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,2,osdc-mc1-d1-1,,,,,
2211908167581,922,-1,CIM_PhysicalElement,Rack Power Supply 3,,,,,,,,,412138-B21,,5A22B0EHLV40C2,411099-001,,3,osdc-mc1-d1-1,,"",,,
2211908167591,922,-1,CIM_PhysicalElement,Rack Net Connector 7,0,,"",,,,,7,Unknown,,Unknown,"",,,osdc-mc1-d1-1,,"",,,HP Unknown
2211908167533,924,-1,CIM_PhysicalElement,Server Blade 4,,,osdc-stg-vmg1-4.vmware.com,,,,,1,443527-B21,,USE839F8E7,443684-B21,,4,osdc-mc1-d1-1,,,,,
2211908167537,924,-1,CIM_PhysicalElement,Server Blade 8,,,Unknown,,,,,1,Unknown,,Unknown,443684-B21,,8,osdc-mc1-d1-1,,,,,
2211908167560,924,-1,CIM_PhysicalElement,Server Blade 31,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,osdc-mc1-d1-1,,,,,
2211908167565,924,-1,CIM_PhysicalElement,Server Blade 36,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,4,osdc-mc1-d1-1,,,,,
2211908167574,924,-1,CIM_PhysicalElement,Server Blade 45,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,osdc-mc1-d1-1,,,,,
2211908167534,924,-1,CIM_PhysicalElement,Server Blade 5,,,osdc-vmg2-5.vmware.com,,,,,1,443527-B21,,USE839F8DP,443684-B21,,5,osdc-mc1-d1-1,,,,,
2211908167540,924,-1,CIM_PhysicalElement,Server Blade 11,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,11,osdc-mc1-d1-1,,,,,
2211908167576,924,-1,CIM_PhysicalElement,Server Blade 47,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,osdc-mc1-d1-1,,,,,
2211908167587,922,-1,CIM_PhysicalElement,Rack Net Connector 3,Other,,"",,,,,3,406740-B21,,TWT828V0DN,419329-001,,,osdc-mc1-d1-1,,"",,,HP HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908167545,924,-1,CIM_PhysicalElement,Server Blade 16,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,osdc-mc1-d1-1,,,,,
2211908167549,924,-1,CIM_PhysicalElement,Server Blade 20,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,4,osdc-mc1-d1-1,,,,,
2211908167561,924,-1,CIM_PhysicalElement,Server Blade 32,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,osdc-mc1-d1-1,,,,,
2211908167580,922,-1,CIM_PhysicalElement,Rack Power Supply 2,,,,,,,,,412138-B21,,5A22B0DHLU31Z4,411099-001,,2,osdc-mc1-d1-1,,"",,,
2211908167546,924,-1,CIM_PhysicalElement,Server Blade 17,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,1,osdc-mc1-d1-1,,,,,
2211908167554,924,-1,CIM_PhysicalElement,Server Blade 25,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,osdc-mc1-d1-1,,,,,
2211908167572,924,-1,CIM_PhysicalElement,Server Blade 43,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,11,osdc-mc1-d1-1,,,,,
2211908167594,922,-1,CIM_PhysicalElement,Server Blade 2,,,osdc-stg-vmg1-2.vmware.com,,,,,1,443527-B21,,USE839F8E5,443684-B21,,2,osdc-mc1-d1-1,,,,,
2211908167553,924,-1,CIM_PhysicalElement,Server Blade 24,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,8,osdc-mc1-d1-1,,,,,
2211908167571,924,-1,CIM_PhysicalElement,Server Blade 42,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,osdc-mc1-d1-1,,,,,
2211908167573,924,-1,CIM_PhysicalElement,Server Blade 44,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,osdc-mc1-d1-1,,,,,
2211908167592,922,-1,CIM_PhysicalElement,Rack Net Connector 8,0,,"",,,,,8,Unknown,,Unknown,"",,,osdc-mc1-d1-1,,"",,,HP Unknown
2211908167595,922,-1,CIM_PhysicalElement,Server Blade 3,,,osdc-stg-vmg1-3.vmware.com,,,,,1,443527-B21,,USE839F8DR,443684-B21,,3,osdc-mc1-d1-1,,,,,
2211908167616,922,-1,CIM_PhysicalElement,Server Blade 24,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,8,osdc-mc1-d1-1,,,,,
2211908167558,924,-1,CIM_PhysicalElement,Server Blade 29,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,osdc-mc1-d1-1,,,,,
2211908167563,924,-1,CIM_PhysicalElement,Server Blade 34,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,2,osdc-mc1-d1-1,,,,,
2211908167582,922,-1,CIM_PhysicalElement,Rack Power Supply 4,,,,,,,,,412138-B21,,5A22B0EHLV91DI,411099-001,,4,osdc-mc1-d1-1,,"",,,
2211908167583,922,-1,CIM_PhysicalElement,Rack Power Supply 5,,,,,,,,,412138-B21,,5A22B0EHLVN3RW,411099-001,,5,osdc-mc1-d1-1,,"",,,
2211908167622,922,-1,CIM_PhysicalElement,Server Blade 30,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,osdc-mc1-d1-1,,,,,
2211908167568,924,-1,CIM_PhysicalElement,Server Blade 39,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,7,osdc-mc1-d1-1,,,,,
2211908167570,924,-1,CIM_PhysicalElement,Server Blade 41,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,osdc-mc1-d1-1,,,,,
2211908167597,922,-1,CIM_PhysicalElement,Server Blade 5,,,osdc-vmg2-5.vmware.com,,,,,1,443527-B21,,USE839F8DP,443684-B21,,5,osdc-mc1-d1-1,,,,,
2211908167601,922,-1,CIM_PhysicalElement,Server Blade 9,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,osdc-mc1-d1-1,,,,,
2211908167575,924,-1,CIM_PhysicalElement,Server Blade 46,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,osdc-mc1-d1-1,,,,,
2211908167588,922,-1,CIM_PhysicalElement,Rack Net Connector 4,Other,,"",,,,,4,406740-B21,,TWT801V08B,419329-001,,,osdc-mc1-d1-1,,"",,,HP HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908167611,922,-1,CIM_PhysicalElement,Server Blade 19,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,3,osdc-mc1-d1-1,,,,,
2211908167631,922,-1,CIM_PhysicalElement,Server Blade 39,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,7,osdc-mc1-d1-1,,,,,
2211908167579,922,-1,CIM_PhysicalElement,Rack Power Supply 1,,,,,,,,,412138-B21,,5A22B0DHLTT2C3,411099-001,,1,osdc-mc1-d1-1,,"",,,
2211908167584,922,-1,CIM_PhysicalElement,Rack Power Supply 6,,,,,,,,,412138-B21,,5A22B0EHLUP0X1,411099-001,,6,osdc-mc1-d1-1,,"",,,
2211908167586,922,-1,CIM_PhysicalElement,Rack Net Connector 2,Other,,"",,,,,2,WS-CBS3020-HPQ,,FOC1139T013,432904-001,,,osdc-mc1-d1-1,,"",,,"Cisco Systems, Inc. Cisco Catalyst Blade Switch 3020 for HP"
2211908167612,922,-1,CIM_PhysicalElement,Server Blade 20,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,4,osdc-mc1-d1-1,,,,,
2211908167620,922,-1,CIM_PhysicalElement,Server Blade 28,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,osdc-mc1-d1-1,,,,,
2211908167589,922,-1,CIM_PhysicalElement,Rack Net Connector 5,Passive,,"",,,,,5,AE370A,,CN8731601W,411120-001,,,osdc-mc1-d1-1,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908167627,922,-1,CIM_PhysicalElement,Server Blade 35,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,3,osdc-mc1-d1-1,,,,,
2211908167645,1161,-1,CIM_PhysicalElement,Fault Tolerant Power Supply 0.1,,,,,,,,,,,"",,,,,,"",,,""
2211908167652,994,-1,CIM_PhysicalElement,Rack Power Supply 3,,,,,,,,,412138-B21,,5A22B0DHLU12NB,411099-001,,3,OSDC-MC1-F5-1,,"",,,
2211908167670,994,-1,CIM_PhysicalElement,Rack Net Connector 5,Passive,,"",,,,,5,AE370A,,CN8731602D,411120-001,,,OSDC-MC1-F5-1,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908167593,922,-1,CIM_PhysicalElement,Server Blade 1,,,osdc-stg-vmg1-1.vmware.com,,,,,1,443527-B21,,USE839F8DN,443684-B21,,1,osdc-mc1-d1-1,,,,,
2211908167610,922,-1,CIM_PhysicalElement,Server Blade 18,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,2,osdc-mc1-d1-1,,,,,
2211908167630,922,-1,CIM_PhysicalElement,Server Blade 38,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,6,osdc-mc1-d1-1,,,,,
2211908167638,922,-1,CIM_PhysicalElement,Server Blade 46,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,osdc-mc1-d1-1,,,,,
2211908167598,922,-1,CIM_PhysicalElement,Server Blade 6,,,osdc-vmg2-6.vmware.com,,,,,1,443527-B21,,USE80996B6,443684-B21,,6,osdc-mc1-d1-1,,,,,
2211908167626,922,-1,CIM_PhysicalElement,Server Blade 34,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,2,osdc-mc1-d1-1,,,,,
2211908167636,922,-1,CIM_PhysicalElement,Server Blade 44,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,osdc-mc1-d1-1,,,,,
2211908167640,922,-1,CIM_PhysicalElement,Server Blade 48,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,osdc-mc1-d1-1,,,,,
2211908167648,994,-1,CIM_PhysicalElement,Rack Power Supply 1,,,,,,,,,412138-B21,,5A22B0EHLVT0EF,411099-001,,1,OSDC-MC1-F5-1,,"",,,
2211908167599,922,-1,CIM_PhysicalElement,Server Blade 7,,,osdc-vmg2-7.vmware.com,,,,,1,443527-B21,,USE80996B7,443684-B21,,7,osdc-mc1-d1-1,,,,,
2211908167605,922,-1,CIM_PhysicalElement,Server Blade 13,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,osdc-mc1-d1-1,,,,,
2211908167617,922,-1,CIM_PhysicalElement,Server Blade 25,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,osdc-mc1-d1-1,,,,,
2211908167637,922,-1,CIM_PhysicalElement,Server Blade 45,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,osdc-mc1-d1-1,,,,,
2211908167600,922,-1,CIM_PhysicalElement,Server Blade 8,,,Unknown,,,,,1,Unknown,,Unknown,443684-B21,,8,osdc-mc1-d1-1,,,,,
2211908167623,922,-1,CIM_PhysicalElement,Server Blade 31,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,osdc-mc1-d1-1,,,,,
2211908167667,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.14,,,,,,,,,,,5QD4DXB5,,,2,7,,HPG3,,,ATA     GB0750C4414
2211908167674,994,-1,CIM_PhysicalElement,Rack Net Connector 7,0,,"",,,,,7,Unknown,,Unknown,"",,,OSDC-MC1-F5-1,,"",,,Unknown
2211908167682,994,-1,CIM_PhysicalElement,Server Blade 5,,,osdc-stg-vmg1-5.vmware.com,,,,,1,443527-B21,,USE839F8E8,443684-B21,,5,OSDC-MC1-F5-1,,,,,
2211908167602,922,-1,CIM_PhysicalElement,Server Blade 10,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,osdc-mc1-d1-1,,,,,
2211908167606,922,-1,CIM_PhysicalElement,Server Blade 14,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,osdc-mc1-d1-1,,,,,
2211908167624,922,-1,CIM_PhysicalElement,Server Blade 32,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,osdc-mc1-d1-1,,,,,
2211908167632,922,-1,CIM_PhysicalElement,Server Blade 40,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,8,osdc-mc1-d1-1,,,,,
2211908167672,994,-1,CIM_PhysicalElement,Rack Net Connector 6,Passive,,"",,,,,6,AE370A,,CN87316055,411120-001,,,OSDC-MC1-F5-1,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908167603,922,-1,CIM_PhysicalElement,Server Blade 11,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,11,osdc-mc1-d1-1,,,,,
2211908167615,922,-1,CIM_PhysicalElement,Server Blade 23,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,7,osdc-mc1-d1-1,,,,,
2211908167656,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.4,,,,,,,,,,,5QD4CAJ8,,,2,1,,HPG3,,,ATA     GB0750C4414
2211908167660,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.10,,,,,,,,,,,5QD4C96H,,,2,3,,HPG3,,,ATA     GB0750C4414
