physicalelement_luid,nodeid,snapshotid,creationclassname,tag,caption,description,name,installdatetime,status,manufacturedate,manufacturer,otheridentifyinginfo,partnumber,poweredon,serialnumber,sku,version,slot_number,dc_location,dc_condition,dc_firmwarerevision,dc_hwlocation,dc_productid,model
2211908167686,994,-1,CIM_PhysicalElement,Server Blade 9,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,OSDC-MC1-F5-1,,,,,
2211908167604,922,-1,CIM_PhysicalElement,Server Blade 12,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,osdc-mc1-d1-1,,,,,
2211908167609,922,-1,CIM_PhysicalElement,Server Blade 17,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,1,osdc-mc1-d1-1,,,,,
2211908167629,922,-1,CIM_PhysicalElement,Server Blade 37,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,5,osdc-mc1-d1-1,,,,,
2211908167607,922,-1,CIM_PhysicalElement,Server Blade 15,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,osdc-mc1-d1-1,,,,,
2211908167613,922,-1,CIM_PhysicalElement,Server Blade 21,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,5,osdc-mc1-d1-1,,,,,
2211908167643,994,-1,CIM_PhysicalElement,Remote Insight Board 0,,Blade enclosure management processor,,,,,,,,,USE7436VDP,,,,,,,,,pciLightsOut100series (8)
2211908167675,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.18,,,,,,,,,,,5QD49AWG,,,2,11,,HPG3,,,ATA     GB0750C4414
2211908167684,994,-1,CIM_PhysicalElement,Server Blade 7,,,osdc-stg-vmg1-7.vmware.com,,,,,1,443527-B21,,USE839F8E2,443684-B21,,7,OSDC-MC1-F5-1,,,,,
2211908167608,922,-1,CIM_PhysicalElement,Server Blade 16,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,osdc-mc1-d1-1,,,,,
2211908167621,922,-1,CIM_PhysicalElement,Server Blade 29,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,osdc-mc1-d1-1,,,,,
2211908167716,996,-1,CIM_PhysicalElement,Rack Net Connector 2,Other,,"",,,,,2,WS-CBS3020-HPQ,,FOC1138T0SJ,432904-001,,,OSDC-MC1-F5-1,,"",,,"Cisco Systems, Inc. Cisco Catalyst Blade Switch 3020 for HP"
2211908167644,1161,-1,CIM_PhysicalElement,Drive Array Controller 2,,,HP Smart Array P400 Controller-10.0,,,,,PA82C0H9SVJ4UG,,,P61630G9SVI3SE,,D,2,,,4.12,Slot 2,,HP Smart Array P400 Controller
2211908167614,922,-1,CIM_PhysicalElement,Server Blade 22,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,6,osdc-mc1-d1-1,,,,,
2211908167671,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.16,,,,,,,,,,,5QD4C7Z9,,,2,9,,HPG3,,,ATA     GB0750C4414
2211908167679,994,-1,CIM_PhysicalElement,Server Blade 2,,,osdc-vmg2-2.vmware.com,,,,,1,443527-B21,,USE80996BL,443684-B21,,2,OSDC-MC1-F5-1,,,,,
2211908167683,994,-1,CIM_PhysicalElement,Server Blade 6,,,osdc-stg-vmg1-6.vmware.com,,,,,1,               ,,USE839F8E0,443684-B21,,6,OSDC-MC1-F5-1,,,,,
2211908167618,922,-1,CIM_PhysicalElement,Server Blade 26,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,osdc-mc1-d1-1,,,,,
2211908167633,922,-1,CIM_PhysicalElement,Server Blade 41,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,osdc-mc1-d1-1,,,,,
2211908167639,922,-1,CIM_PhysicalElement,Server Blade 47,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,osdc-mc1-d1-1,,,,,
2211908167619,922,-1,CIM_PhysicalElement,Server Blade 27,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,11,osdc-mc1-d1-1,,,,,
2211908167651,994,-1,CIM_PhysicalElement,Rack Power Supply 2,,,,,,,,,412138-B21,,5A22B0EHLV532Y,411099-001,,2,OSDC-MC1-F5-1,,"",,,
2211908167661,994,-1,CIM_PhysicalElement,Rack Net Connector 1,Other,,"",,,,,1,WS-CBS3020-HPQ,,FOC1143T033,432904-001,,,OSDC-MC1-F5-1,,"",,,"Cisco Systems, Inc. Cisco Catalyst Blade Switch 3020 for HP"
2211908167669,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.15,,,,,,,,,,,5QD4CR2E,,,2,8,,HPG3,,,ATA     GB0750C4414
2211908167625,922,-1,CIM_PhysicalElement,Server Blade 33,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,1,osdc-mc1-d1-1,,,,,
2211908167642,1161,-1,CIM_PhysicalElement,Keyboard 0,,101-Key Enhanced Keyboard,,,,,,,,,,,,,,,,,,
2211908167649,1161,-1,CIM_PhysicalElement,Storage System 2.1,,,,,,,"",,,,"",,0,,,,"",,,""
2211908167653,994,-1,CIM_PhysicalElement,Rack Power Supply 4,,,,,,,,,412138-B21,,5A22B0AHLTH0F3,411099-001,,4,OSDC-MC1-F5-1,,"",,,
2211908167690,994,-1,CIM_PhysicalElement,Server Blade 13,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,OSDC-MC1-F5-1,,,,,
2211908167708,994,-1,CIM_PhysicalElement,Server Blade 19,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,3,OSDC-MC1-F5-1,,,,,
2211908167628,922,-1,CIM_PhysicalElement,Server Blade 36,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,4,osdc-mc1-d1-1,,,,,
2211908167635,922,-1,CIM_PhysicalElement,Server Blade 43,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,11,osdc-mc1-d1-1,,,,,
2211908167647,1161,-1,CIM_PhysicalElement,Storage System 2.0,,,,,,,HP,,,,"",,0,,,,1.20,,,DL320s
2211908167680,994,-1,CIM_PhysicalElement,Server Blade 3,,,osdc-vmg2-3.vmware.com,,,,,1,443527-B21,,USE839F8DW,443684-B21,,3,OSDC-MC1-F5-1,,,,,
2211908167687,994,-1,CIM_PhysicalElement,Server Blade 10,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,OSDC-MC1-F5-1,,,,,
2211908167692,996,-1,CIM_PhysicalElement,Rack Power Supply 1,,,,,,,,,412138-B21,,5A22B0EHLVT0EF,411099-001,,1,OSDC-MC1-F5-1,,"",,,
2211908167641,1161,-1,CIM_PhysicalElement,Remote Insight Board 0,,,HP Integrated Lights-Out Management 2-1.4,1191394800000,,,,10.16.66.172,,,ILOUSE807N9FM,,2,0,,,1.42,,,HP Integrated Lights-Out 2
2211908167634,922,-1,CIM_PhysicalElement,Server Blade 42,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,osdc-mc1-d1-1,,,,,
2211908167658,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.8,,,,,,,,,,,5QD4CPK5,,,2,1,,HPG3,,,ATA     GB0750C4414
2211908167659,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.9,,,,,,,,,,,5QD42E90,,,2,2,,HPG3,,,ATA     GB0750C4414
2211908167664,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.12,,,,,,,,,,,5QD4D2BS,,,2,5,,HPG3,,,ATA     GB0750C4414
2211908167678,994,-1,CIM_PhysicalElement,Server Blade 1,,,osdc-vmg2-1.vmware.com,,,,,1,443527-B21,,USE839F8DM,443684-B21,,1,OSDC-MC1-F5-1,,,,,
2211908167733,996,-1,CIM_PhysicalElement,Server Blade 1,,,osdc-vmg2-1.vmware.com,,,,,1,443527-B21,,USE839F8DM,443684-B21,,1,OSDC-MC1-F5-1,,,,,
2211908167750,996,-1,CIM_PhysicalElement,Server Blade 9,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,OSDC-MC1-F5-1,,,,,
2211908164635,1285,-1,CIM_PhysicalElement,Rack Power Supply 3,,,,,,,,,412138-B21,,5A22B0EHLUY09O,411099-001,,3,SC9-CPP-PROD,,"",,,
2211908164632,1285,-1,CIM_PhysicalElement,Remote Insight Board 0,,Blade enclosure management processor,,,,,,,,,USE7436WY3,,,,,,,,,pciLightsOut100series (8)
2211908164640,1285,-1,CIM_PhysicalElement,Rack Net Connector 2,Other,,"",,,,,2,406740-B21,,TWT828V0LP,419329-001,,,SC9-CPP-PROD,,"",,,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908167662,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.11,,,,,,,,,,,5QD4MM6P,,,2,4,,HPG3,,,ATA     GB0750C4414
2211908167663,994,-1,CIM_PhysicalElement,Rack Net Connector 2,Other,,"",,,,,2,WS-CBS3020-HPQ,,FOC1138T0SJ,432904-001,,,OSDC-MC1-F5-1,,"",,,"Cisco Systems, Inc. Cisco Catalyst Blade Switch 3020 for HP"
2211908167665,994,-1,CIM_PhysicalElement,Rack Net Connector 3,Other,,"",,,,,3,406740-B21,,TWT828V0PV,419329-001,,,OSDC-MC1-F5-1,,"",,,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908164636,1285,-1,CIM_PhysicalElement,Rack Power Supply 4,,,,,,,,,412138-B21,,5A22B0DHLTO1I1,411099-001,,4,SC9-CPP-PROD,,"",,,
2211908167676,994,-1,CIM_PhysicalElement,Rack Net Connector 8,0,,"",,,,,8,Unknown,,Unknown,"",,,OSDC-MC1-F5-1,,"",,,Unknown
2211908167699,1161,-1,CIM_PhysicalElement,PCI Board 1.3,,,ATI ES1000-1.3,,,,,,,,,,,0,,,,,,
2211908167646,1161,-1,CIM_PhysicalElement,Fault Tolerant Power Supply 0.2,,,,,,,,,,,"",,,,,,"",,,""
2211908167654,994,-1,CIM_PhysicalElement,Rack Power Supply 5,,,,,,,,,412138-B21,,5A22B0EHLVG1E0,411099-001,,5,OSDC-MC1-F5-1,,"",,,
2211908164638,1285,-1,CIM_PhysicalElement,Rack Power Supply 6,,,,,,,,,412138-B21,,5A22B0EHLV51QF,411099-001,,6,SC9-CPP-PROD,,"",,,
2211908167655,994,-1,CIM_PhysicalElement,Rack Power Supply 6,,,,,,,,,412138-B21,,5A22B0EHLUV2HH,411099-001,,6,OSDC-MC1-F5-1,,"",,,
2211908167673,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.17,,,,,,,,,,,5QD4C8Q8,,,2,10,,HPG3,,,ATA     GB0750C4414
2211908167689,994,-1,CIM_PhysicalElement,Server Blade 12,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,OSDC-MC1-F5-1,,,,,
2211908164641,1285,-1,CIM_PhysicalElement,Rack Net Connector 3,Passive,,"",,,,,3,AE370A,,CN87316004,411120-001,,,SC9-CPP-PROD,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908164642,1285,-1,CIM_PhysicalElement,Rack Net Connector 4,Passive,,"",,,,,4,AE370A,,CN8731602H,411120-001,,,SC9-CPP-PROD,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908167703,1161,-1,CIM_PhysicalElement,PCI Board 2.0,,,(Empty)-2.0,,,,,,,,,,,1,,,,,,
2211908167705,1161,-1,CIM_PhysicalElement,PCI Board 3.4,,,HP NC324i PCIe Dual Port Gigabit Server Adapter-3.4,,,,,,,,,,,0,,,,,,
2211908164645,1285,-1,CIM_PhysicalElement,Rack Net Connector 7,0,,"",,,,,7,Unknown,,Unknown,"",,,SC9-CPP-PROD,,"",,,Unknown
2211908167723,994,-1,CIM_PhysicalElement,Server Blade 28,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,OSDC-MC1-F5-1,,,,,
2211908167657,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.5,,,,,,,,,,,5QD4B2TX,,,2,2,,HPG3,,,ATA     GB0750C4414
2211908167668,994,-1,CIM_PhysicalElement,Rack Net Connector 4,Other,,"",,,,,4,406740-B21,,TWT828V0P5,419329-001,,,OSDC-MC1-F5-1,,"",,,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908167650,996,-1,CIM_PhysicalElement,Remote Insight Board 0,,Blade enclosure management processor,,,,,,,,,USE7436VDP,,,,,,,,,pciLightsOut100series (8)
2211908164647,1285,-1,CIM_PhysicalElement,Server Blade 1,,,CPP-DB01,,,,,1,405024-B21,,USE801879T,436376-001,,1,SC9-CPP-PROD,,,,,
2211908164649,1285,-1,CIM_PhysicalElement,Server Blade 3,,,CPP-DB03,,,,,1,405024-B21,,USE7436V69,436376-001,,3,SC9-CPP-PROD,,,,,
2211908167666,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.13,,,,,,,,,,,5QD4C9QH,,,2,6,,HPG3,,,ATA     GB0750C4414
2211908164633,1285,-1,CIM_PhysicalElement,Rack Power Supply 1,,,,,,,,,412138-B21,,5A22B0EHLV11FQ,411099-001,,1,SC9-CPP-PROD,,"",,,
2211908167681,994,-1,CIM_PhysicalElement,Server Blade 4,,,osdc-vmg2-4.vmware.com,,,,,1,443527-B21,,USE80996BD,443684-B21,,4,OSDC-MC1-F5-1,,,,,
2211908167695,1161,-1,CIM_PhysicalElement,PCI Board 0.29,,,Serial bus controller - USB (Universal Host Controller Specification)-0.29,,,,,,,,,,,0,,,,,,
2211908167730,994,-1,CIM_PhysicalElement,Server Blade 32,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,OSDC-MC1-F5-1,,,,,
2211908167740,994,-1,CIM_PhysicalElement,Server Blade 38,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,6,OSDC-MC1-F5-1,,,,,
2211908164639,1285,-1,CIM_PhysicalElement,Rack Net Connector 1,Other,,"",,,,,1,406740-B21,,TWT828V0M2,419329-001,,,SC9-CPP-PROD,,"",,,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908164643,1285,-1,CIM_PhysicalElement,Rack Net Connector 5,0,,"",,,,,5,Unknown,,Unknown,"",,,SC9-CPP-PROD,,"",,,Unknown
2211908167777,996,-1,CIM_PhysicalElement,Server Blade 31,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,OSDC-MC1-F5-1,,,,,
2211908164653,1285,-1,CIM_PhysicalElement,Server Blade 7,,,CPP-DB07,,,,,1,405024-B21,,USE801879P,436376-001,,7,SC9-CPP-PROD,,,,,
2211908167677,1161,-1,CIM_PhysicalElement,Drive Array Drive 2.19,,,,,,,,,,,5QD48FN1,,,2,12,,HPG3,,,ATA     GB0750C4414
2211908167688,994,-1,CIM_PhysicalElement,Server Blade 11,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,11,OSDC-MC1-F5-1,,,,,
2211908167698,996,-1,CIM_PhysicalElement,Rack Power Supply 3,,,,,,,,,412138-B21,,5A22B0DHLU12NB,411099-001,,3,OSDC-MC1-F5-1,,"",,,
2211908161139,1403,-1,CIM_PhysicalElement,Rack Net Connector 6,Passive,,"",,,,,6,AE370A,,CN8738601F,411120-001,,,sc9-l07-1,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908167738,994,-1,CIM_PhysicalElement,Server Blade 37,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,5,OSDC-MC1-F5-1,,,,,
2211908164634,1285,-1,CIM_PhysicalElement,Rack Power Supply 2,,,,,,,,,412138-B21,,5A22B0EHLV13HF,411099-001,,2,SC9-CPP-PROD,,"",,,
2211908167755,996,-1,CIM_PhysicalElement,Server Blade 12,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,OSDC-MC1-F5-1,,,,,
2211908167685,994,-1,CIM_PhysicalElement,Server Blade 8,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,8,OSDC-MC1-F5-1,,,,,
2211908164637,1285,-1,CIM_PhysicalElement,Rack Power Supply 5,,,,,,,,,412138-B21,,5A22B0DHLTQ190,411099-001,,5,SC9-CPP-PROD,,"",,,
2211908167718,996,-1,CIM_PhysicalElement,Rack Net Connector 3,Other,,"",,,,,3,406740-B21,,TWT828V0PV,419329-001,,,OSDC-MC1-F5-1,,"",,,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908164646,1285,-1,CIM_PhysicalElement,Rack Net Connector 8,0,,"",,,,,8,Unknown,,Unknown,"",,,SC9-CPP-PROD,,"",,,Unknown
2211908167720,996,-1,CIM_PhysicalElement,Rack Net Connector 4,Other,,"",,,,,4,406740-B21,,TWT828V0P5,419329-001,,,OSDC-MC1-F5-1,,"",,,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem
2211908164650,1285,-1,CIM_PhysicalElement,Server Blade 4,,,CPP-DB04,,,,,1,XXXXXX-XXX,,3H7AMK0133,436376-001,,4,SC9-CPP-PROD,,,,,
2211908167691,994,-1,CIM_PhysicalElement,Server Blade 14,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,OSDC-MC1-F5-1,,,,,
2211908164644,1285,-1,CIM_PhysicalElement,Rack Net Connector 6,Other,,"",,,,,6,WS-CBS3020-HPQ,,FOC1147T0V3,432904-001,,,SC9-CPP-PROD,,"",,,"Cisco Systems, Inc. Cisco Catalyst Blade Switch 3020 for HP"
2211908167713,994,-1,CIM_PhysicalElement,Server Blade 23,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,7,OSDC-MC1-F5-1,,,,,
2211908164651,1285,-1,CIM_PhysicalElement,Server Blade 5,,,CPP-DB05,,,,,1,XXXXXX-XXX,,use7436v6d,436376-001,,5,SC9-CPP-PROD,,,,,
2211908167724,996,-1,CIM_PhysicalElement,Rack Net Connector 6,Passive,,"",,,,,6,AE370A,,CN87316055,411120-001,,,OSDC-MC1-F5-1,,"",,,BROCADE Brocade 4/12 SAN Switch for HP c-Class BladeSystem
2211908164652,1285,-1,CIM_PhysicalElement,Server Blade 6,,,CPP-DB06,,,,,1,405024-B21,,USE7436V6F,436376-001,,6,SC9-CPP-PROD,,,,,
2211908167727,994,-1,CIM_PhysicalElement,Server Blade 30,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,OSDC-MC1-F5-1,,,,,
2211908167693,994,-1,CIM_PhysicalElement,Server Blade 15,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,OSDC-MC1-F5-1,,,,,
2211908164648,1285,-1,CIM_PhysicalElement,Server Blade 2,,,CPP-DB02,,,,,1,405024-B21,,USE7436V6H,436376-001,,2,SC9-CPP-PROD,,,,,
2211908167696,994,-1,CIM_PhysicalElement,Server Blade 16,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,OSDC-MC1-F5-1,,,,,
2211908164654,1285,-1,CIM_PhysicalElement,Server Blade 8,,,CPP-DB08,,,,,1,405024-B21,,USE801879Y,436376-001,,8,SC9-CPP-PROD,,,,,
2211908164655,1285,-1,CIM_PhysicalElement,Server Blade 9,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,9,SC9-CPP-PROD,,,,,
2211908167709,996,-1,CIM_PhysicalElement,Rack Power Supply 6,,,,,,,,,412138-B21,,5A22B0EHLUV2HH,411099-001,,6,OSDC-MC1-F5-1,,"",,,
2211908164659,1285,-1,CIM_PhysicalElement,Server Blade 13,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,SC9-CPP-PROD,,,,,
2211908167715,994,-1,CIM_PhysicalElement,Server Blade 24,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,8,OSDC-MC1-F5-1,,,,,
2211908164656,1285,-1,CIM_PhysicalElement,Server Blade 10,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,SC9-CPP-PROD,,,,,
2211908167694,996,-1,CIM_PhysicalElement,Rack Power Supply 2,,,,,,,,,412138-B21,,5A22B0EHLV532Y,411099-001,,2,OSDC-MC1-F5-1,,"",,,
2211908164658,1285,-1,CIM_PhysicalElement,Server Blade 12,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,12,SC9-CPP-PROD,,,,,
2211908164661,1285,-1,CIM_PhysicalElement,Server Blade 14,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,14,SC9-CPP-PROD,,,,,
2211908164662,1285,-1,CIM_PhysicalElement,Server Blade 15,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,15,SC9-CPP-PROD,,,,,
2211908167712,994,-1,CIM_PhysicalElement,Server Blade 22,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,6,OSDC-MC1-F5-1,,,,,
2211908164663,1285,-1,CIM_PhysicalElement,Server Blade 16,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,16,SC9-CPP-PROD,,,,,
2211908167719,994,-1,CIM_PhysicalElement,Server Blade 26,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,10,OSDC-MC1-F5-1,,,,,
2211908164669,1285,-1,CIM_PhysicalElement,Server Blade 22,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,6,SC9-CPP-PROD,,,,,
2211908167697,1161,-1,CIM_PhysicalElement,PCI Board 0.31,,,Mass storage controller-0.31,,,,,,,,,,,0,,,,,,
2211908164657,1285,-1,CIM_PhysicalElement,Server Blade 11,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,11,SC9-CPP-PROD,,,,,
2211908167700,994,-1,CIM_PhysicalElement,Server Blade 17,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,1,OSDC-MC1-F5-1,,,,,
2211908164664,1285,-1,CIM_PhysicalElement,Server Blade 17,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,1,SC9-CPP-PROD,,,,,
2211908167702,996,-1,CIM_PhysicalElement,Rack Power Supply 4,,,,,,,,,412138-B21,,5A22B0AHLTH0F3,411099-001,,4,OSDC-MC1-F5-1,,"",,,
2211908164667,1285,-1,CIM_PhysicalElement,Server Blade 20,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,4,SC9-CPP-PROD,,,,,
2211908167725,994,-1,CIM_PhysicalElement,Server Blade 29,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,13,OSDC-MC1-F5-1,,,,,
2211908164665,1285,-1,CIM_PhysicalElement,Server Blade 18,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,2,SC9-CPP-PROD,,,,,
2211908167704,994,-1,CIM_PhysicalElement,Server Blade 18,,,Unknown,,,,,0,Unknown,,Unknown,Unknown,,2,OSDC-MC1-F5-1,,,,,
