devicekey,devicename,description,ipaddress,macaddress,inputerrors,outputerrors,speed,ipv6address,duplex,fullduplex,interfacename,subnetmask,broadcastaddress,interfacestate,dhcpenabled,iplongvalue,snapshotid,operationalstatus,protocoltype,maxdatasize,porttype,manufacturer
2886,sc9-pdu-sw03,FastEthernet1/0/43,,00:21:A1:82:B5:AF,0,0,10000000,,"",, ,,,,,,-1,,,,,
2886,sc9-pdu-sw03,FastEthernet1/0/44,,00:21:A1:82:B5:B0,0,0,10000000,,"",, ,,,,,,-1,,,,,
2886,sc9-pdu-sw03,FastEthernet1/0/45,,00:21:A1:82:B5:B1,0,0,10000000,,"",, ,,,,,,-1,,,,,
2886,sc9-pdu-sw03,FastEthernet1/0/46,,00:21:A1:82:B5:B2,1,0,10000000,,"",, ,,,,,,-1,,,,,
2886,sc9-pdu-sw03,FastEthernet1/0/47,,00:21:A1:82:B5:B3,0,0,10000000,,"",, ,,,,,,-1,,,,,
2886,sc9-pdu-sw03,FastEthernet1/0/48,,00:21:A1:82:B5:B4,0,0,100000000,,"",, ,,,,,,-1,,,,,
2886,sc9-pdu-sw03,Vlan1,,00:21:A1:82:B5:C0,0,0,1000000000,,"",, ,,,,,,-1,,,,,
2886,sc9-pdu-sw03,Vlan3461,10.113.195.200,00:21:A1:82:B5:C1,0,0,1000000000,,"",, ,255.255.248.0,,,,,-1,,,,,
2889,10.113.195.78,eth0,0,00:19:85:00:80:33,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
2891,10.113.195.76,eth0,0,00:19:85:00:80:34,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
2904,sc9-bm,eth0,0,00:19:85:00:72:AC,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
2905,sc9-pdu-sw01,StackPort1,,"",0,0,0,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,StackSub-St1-1,,"",,,0,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,StackSub-St1-2,,"",,,0,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,,,,0,0,,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,,,,0,0,,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,GigabitEthernet1/0/1,,00:19:55:37:D6:81,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,GigabitEthernet1/0/2,,00:19:55:37:D6:82,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/1,,00:19:55:37:D6:83,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/2,,00:19:55:37:D6:84,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/3,,00:19:55:37:D6:85,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/4,,00:19:55:37:D6:86,2,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/5,,00:19:55:37:D6:87,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/6,,00:19:55:37:D6:88,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/7,,00:19:55:37:D6:89,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/8,,00:19:55:37:D6:8A,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/9,,00:19:55:37:D6:8B,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/10,,00:19:55:37:D6:8C,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/11,,00:19:55:37:D6:8D,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/12,,00:19:55:37:D6:8E,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/13,,00:19:55:37:D6:8F,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/14,,00:19:55:37:D6:90,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/15,,00:19:55:37:D6:91,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/16,,00:19:55:37:D6:92,1,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/17,,00:19:55:37:D6:93,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/18,,00:19:55:37:D6:94,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/19,,00:19:55:37:D6:95,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/20,,00:19:55:37:D6:96,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/21,,00:19:55:37:D6:97,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/22,,00:19:55:37:D6:98,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/23,,00:19:55:37:D6:99,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/24,,00:19:55:37:D6:9A,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,GigabitEthernet1/0/3,,00:19:55:37:D6:9B,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/25,,00:19:55:37:D6:9D,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/26,,00:19:55:37:D6:9E,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/27,,00:19:55:37:D6:9F,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/28,,00:19:55:37:D6:A0,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/29,,00:19:55:37:D6:A1,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/30,,00:19:55:37:D6:A2,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/31,,00:19:55:37:D6:A3,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/32,,00:19:55:37:D6:A4,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/33,,00:19:55:37:D6:A5,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/34,,00:19:55:37:D6:A6,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/35,,00:19:55:37:D6:A7,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/36,,00:19:55:37:D6:A8,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/37,,00:19:55:37:D6:A9,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/38,,00:19:55:37:D6:AA,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/39,,00:19:55:37:D6:AB,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/40,,00:19:55:37:D6:AC,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/41,,00:19:55:37:D6:AD,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/42,,00:19:55:37:D6:AE,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/43,,00:19:55:37:D6:AF,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/44,,00:19:55:37:D6:B0,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/45,,00:19:55:37:D6:B1,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/46,,00:19:55:37:D6:B2,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/47,,00:19:55:37:D6:B3,0,0,10000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,FastEthernet1/0/48,,00:19:55:37:D6:B4,0,0,100000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,Vlan1,,00:19:55:37:D6:C0,0,0,1000000000,,"",, ,,,,,,-1,,,,,
2905,sc9-pdu-sw01,Vlan3461,10.113.195.198,00:19:55:37:D6:C1,0,0,1000000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3227,10.113.195.80,eth0,0,00:19:85:00:80:2E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3260,10.113.195.89,eth0,0,00:19:85:00:98:F2,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3261,10.113.195.90,eth0,0,00:19:85:00:98:FF,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3262,10.113.195.91,eth0,0,00:19:85:E3:23:9C,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3362,10.113.195.86,eth0,0,00:19:85:00:80:39,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3673,sc9-bm.026-pdu-red-n01.vmware.com,eth0,0,00:19:85:E3:2A:00,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3674,sc9-bm.026-pdu-pri-n04.vmware.com,eth0,0,00:19:85:00:80:1D,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3675,sc9-bm.026-pdu-red-n03.vmware.com,eth0,0,00:19:85:00:8F:1B,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3676,sc9-bm.026-pdu-red-n02.vmware.com,eth0,0,00:19:85:00:72:BD,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3677,sc9-bm.026-pdu-pri-n03.vmware.com,eth0,0,00:19:85:00:8F:10,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3678,sc9-bm.026-pdu-red-n04.vmware.com,eth0,0,00:19:85:00:80:19,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3684,sc9-bm.026-pdu-pri-f07.vmware.com,eth0,0,00:19:85:00:80:29,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3685,sc9-bm.026-pdu-red-h01.vmware.com,eth0,0,00:19:85:E0:AD:3A,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3686,sc9-bm.026-pdu-pri-h02.vmware.com,eth0,0,00:19:85:E0:AD:32,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3687,sc9-bm.026-pdu-pri-h03.vmware.com,eth0,0,00:19:85:00:98:F0,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3688,sc9-bm.026-pdu-red-h02.vmware.com,eth0,0,00:19:85:E0:AD:74,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3689,sc9-bm.026-pdu-red-h03.vmware.com,eth0,0,00:19:85:00:98:F9,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3690,sc9-bm.026-pdu-red-i01.vmware.com,eth0,0,00:19:85:00:80:28,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3691,sc9-bm.026-pdu-pri-i02.vmware.com,eth0,0,00:19:85:00:80:11,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3692,sc9-bm.026-pdu-red-i02.vmware.com,eth0,0,00:19:85:00:80:14,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3693,sc9-bm.026-pdu-pri-i11.vmware.com,eth0,0,00:19:85:00:80:1A,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3694,sc9-bm.026-pdu-red-i03.vmware.com,eth0,0,00:19:85:00:80:23,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3695,sc9-bm.026-pdu-red-i11.vmware.com,eth0,0,00:19:85:00:80:1B,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3696,sc9-bm.026-pdu-red-i12.vmware.com,eth0,0,00:19:85:00:8F:11,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3697,sc9-bm.026-pdu-red-h05.vmware.com,eth0,0,00:19:85:E3:22:E4,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3698,sc9-bm.026-pdu-pri-k01.vmware.com,eth0,0,00:19:85:00:80:0E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3699,sc9-bm.026-pdu-red-k04.vmware.com,eth0,0,00:19:85:00:80:0F,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3700,sc9-bm.026-pdu-red-k05.vmware.com,eth0,0,00:19:85:00:80:18,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3701,sc9-bm.026-pdu-red-k07.vmware.com,eth0,0,00:19:85:00:8F:21,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3702,sc9-bm.026-pdu-red-k06.vmware.com,eth0,0,00:19:85:00:98:FB,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3703,sc9-bm.026-pdu-pri-k06.vmware.com,eth0,0,00:19:85:00:98:FE,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3704,sc9-bm.026-pdu-red-k08.vmware.com,eth0,0,00:19:85:00:8F:18,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3705,sc9-bm.026-pdu-pri-k08.vmware.com,eth0,0,00:19:85:00:8F:23,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3706,sc9-bm.026-pdu-pri-k09.vmware.com,eth0,0,00:19:85:00:80:38,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3707,sc9-bm.026-pdu-red-h13.vmware.com,eth0,0,00:19:85:E3:19:55,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3708,sc9-bm.026-pdu-red-h06.vmware.com,eth0,0,00:19:85:E3:22:DD,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3709,sc9-bm.026-pdu-pri-h13.vmware.com,eth0,0,00:19:85:E3:1A:28,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3710,sc9-bm.026-pdu-pri-l06.vmware.com,eth0,0,00:19:85:E3:19:5E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3711,sc9-bm.026-pdu-red-l06.vmware.com,eth0,0,00:19:85:E3:1A:49,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3807,sc9-bm.026-pdu-red-k09.vmware.com,eth0,0,00:19:85:00:80:31,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3816,sc9-bm.026-pdu-pri-n05.vmware.com,eth0,0,00:19:85:00:80:1E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3817,sc9-bm.026-pdu-pri-n10.vmware.com,eth0,0,00:19:85:00:72:B2,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3818,sc9-bm.026-pdu-pri-n06.vmware.com,eth0,0,00:19:85:00:80:1C,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3819,sc9-bm.026-pdu-pri-h01.vmware.com,eth0,0,00:19:85:E0:AD:6F,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3820,sc9-bm.026-pdu-pri-h04.vmware.com,eth0,0,00:19:85:E0:AD:34,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3821,sc9-bm.026-pdu-pri-i03.vmware.com,eth0,0,00:19:85:00:80:21,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3822,sc9-bm.026-pdu-red-k01.vmware.com,eth0,0,00:19:85:00:80:13,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3823,sc9-bm.026-pdu-pri-k02.vmware.com,eth0,0,00:19:85:00:80:17,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3824,sc9-bm.026-pdu-pri-k03.vmware.com,eth0,0,00:19:85:00:80:2B,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3825,sc9-bm.026-pdu-red-k02.vmware.com,eth0,0,00:19:85:00:80:16,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3826,sc9-bm.026-pdu-pri-k13.vmware.com,eth0,0,00:19:85:00:98:EF,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3827,sc9-bm.026-pdu-red-k13.vmware.com,eth0,0,00:19:85:00:98:F4,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3828,sc9-bm.026-pdu-pri-l05.vmware.com,eth0,0,00:19:85:00:80:36,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3835,sc9-bm.026-pdu-pri-n02.vmware.com,eth0,0,00:19:85:00:72:B8,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3836,sc9-bm.026-pdu-red-n05.vmware.com,eth0,0,00:19:85:00:80:22,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3837,sc9-bm.026-pdu-red-n09.vmware.com,eth0,0,00:19:85:00:80:27,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3838,sc9-bm.026-pdu-red-n10.vmware.com,eth0,0,00:19:85:00:72:AF,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3839,sc9-bm.026-pdu-red-n06.vmware.com,eth0,0,00:19:85:00:80:20,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3840,sc9-bm.026-pdu-pri-n11.vmware.com,eth0,0,00:19:85:00:8F:0E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3841,sc9-bm.026-pdu-pri-n12.vmware.com,eth0,0,00:19:85:00:8F:24,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3842,sc9-bm.026-pdu-red-n11.vmware.com,eth0,0,00:19:85:00:8F:0F,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3843,sc9-bm.026-pdu-red-n12.vmware.com,eth0,0,00:19:85:00:8F:1E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3844,sc9-bm.026-pdu-red-f06.vmware.com,eth0,0,00:19:85:00:80:24,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3845,sc9-bm.026-pdu-red-f11.vmware.com,eth0,0,00:19:85:00:72:BC,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3846,sc9-bm.026-pdu-pri-f08.vmware.com,eth0,0,00:19:85:00:8F:13,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3847,sc9-bm.026-pdu-pri-f13.vmware.com,eth0,0,00:19:85:00:72:B7,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3848,sc9-bm.026-pdu-pri-i01.vmware.com,eth0,0,00:19:85:00:80:2C,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3849,sc9-bm.026-pdu-pri-h05.vmware.com,eth0,0,00:19:85:E3:23:7A,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3925,sc9-bm.026-pdu-pri-k05.vmware.com,eth0,0,00:19:85:00:80:0D,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3926,sc9-bm.026-pdu-pri-k07.vmware.com,eth0,0,00:19:85:00:8F:1F,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
