vendor,arrayname,assembly_name,emc_part_num,emc_art_rev
"emc","wdc-cx3-80-12 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-564-010","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-564-010","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-564-010","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","wdc-cx4-2311","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","D05"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","D05"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","D05"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-04 Exchange","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-03 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","prb-cx3-10-01 Infrastructure","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","D05"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","osdc-cx3-80-02 VDI PH3","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","D05"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E02"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","wdc-cx3-80-11 Prod","4GB FC DAE D15 W/ FLANGES","100-562-124","C01"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE STILETTO W/ FLANGES","100-561-622","E03"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15 W/ FLANGES","100-562-124","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
"emc","cx4-1870-spa (Zimbra/EXG)","4GB FC DAE D15LF W/ FLANGES","100-562-753","N/A"
